0,1876,1876000,0.233403,0.194252,
1,1876,1876001,0.04275,0.043474,
2,1876,1876002,0.019481,0.019551,
3,1876,1876003,0.014768,0.012856,
4,1876,1876004,0.012021,0.012422,
5,1876,1876005,0.009688,0.009912,
6,1876,1876006,0.00576,0.005792,
7,1876,1876007,0.004473,0.004889,
8,1876,1876008,0.004454,0.003932,
9,1876,1876009,0.003791,0.003783,
10,1876,1876010,0.002313,0.002668,
11,1876,1876011,0.002548,0.002722,
12,1876,1876012,0.002722,0.003401,
13,1876,1876013,0.002572,0.004028,
14,1876,1876014,0.002859,0.004151,
15,1876,1876015,0.003242,0.004587,
16,1876,1876016,0.003564,0.004742,
17,1876,1876017,0.004111,0.005242,
18,1876,1876018,0.004377,0.005871,
19,1876,1876019,0.005092,0.005594,
20,1876,1876020,0.006039,0.005534,
21,1876,1876021,0.005042,0.005285,
22,1876,1876022,0.004643,0.005382,
23,1876,1876023,0.006116,0.005823,
24,1876,1876024,0.005527,0.005737,
25,1876,1876025,0.005407,0.005162,
26,1876,1876026,0.005608,0.0063,
27,1876,1876027,0.006269,0.006434,
28,1876,1876028,0.006151,0.005378,
29,1876,1876029,0.005967,0.006375,
30,1876,1876030,0.006141,0.006511,
31,1876,1876031,0.005989,0.006125,
32,1876,1876032,0.005273,0.006556,
33,1876,1876033,0.006236,0.005436,
34,1876,1876034,0.00672,0.00653,
35,1876,1876035,0.006795,0.005774,
36,1876,1876036,0.007082,0.005577,
37,1876,1876037,0.007481,0.006602,
38,1876,1876038,0.007095,0.006241,
39,1876,1876039,0.007188,0.006253,
40,1876,1876040,0.007745,0.0063,
41,1876,1876041,0.009337,0.006663,
42,1876,1876042,0.01484,0.011769,
43,1876,1876043,0.009158,0.007985,
44,1876,1876044,0.009674,0.006541,
45,1876,1876045,0.008317,0.006082,
46,1876,1876046,0.009868,0.007629,
47,1876,1876047,0.009775,0.007253,
48,1876,1876048,0.010869,0.007239,
49,1876,1876049,0.012439,0.007902,
50,1876,1876050,0.01305,0.008506,
51,1876,1876051,0.013559,0.010046,
52,1876,1876052,0.015259,0.01016,
53,1876,1876053,0.016099,0.009805,
54,1876,1876054,0.017584,0.011813,
55,1876,1876055,0.016384,0.013659,
56,1876,1876056,0.019401,0.013633,
57,1876,1876057,0.021635,0.012009,
58,1876,1876058,0.020564,0.01527,
59,1876,1876059,0.024017,0.015429,
60,1876,1876060,0.02308,0.015933,
61,1876,1876061,0.023472,0.018004,
62,1876,1876062,0.02788,0.02004,
63,1876,1876063,0.031419,0.021871,
64,1876,1876064,0.02991,0.02235,
65,1876,1876065,0.034467,0.023292,
66,1876,1876066,0.035104,0.026322,
67,1876,1876067,0.039833,0.030693,
68,1876,1876068,0.048294,0.035017,
69,1876,1876069,0.049451,0.03766,
70,1876,1876070,0.052583,0.044069,
71,1876,1876071,0.058762,0.047912,
72,1876,1876072,0.062139,0.051968,
73,1876,1876073,0.064505,0.048935,
74,1876,1876074,0.076343,0.059148,
75,1876,1876075,0.081264,0.060564,
76,1876,1876076,0.083799,0.069693,
77,1876,1876077,0.089527,0.077412,
78,1876,1876078,0.096997,0.084178,
79,1876,1876079,0.125135,0.100925,
80,1876,1876080,0.114836,0.099871,
81,1876,1876081,0.13408,0.106294,
82,1876,1876082,0.137264,0.121268,
83,1876,1876083,0.148594,0.134516,
84,1876,1876084,0.161804,0.132082,
85,1876,1876085,0.176621,0.167378,
86,1876,1876086,0.209849,0.196719,
87,1876,1876087,0.210556,0.172672,
88,1876,1876088,0.220689,0.192001,
89,1876,1876089,0.254478,0.233187,
90,1876,1876090,0.248482,0.227979,
91,1876,1876091,0.270459,0.225782,
92,1876,1876092,0.269051,0.247665,
93,1876,1876093,0.306445,0.277716,
94,1876,1876094,0.319629,0.310165,
95,1876,1876095,0.307692,0.315962,
96,1876,1876096,0.360759,0.314535,
97,1876,1876097,0.28169,0.27227,
98,1876,1876098,0.373894,0.344277,
99,1876,1876099,0.513684,0.418185,
100,1876,1876100,0.202424,0.489562,
101,1876,1876101,0.18,0.3639,
102,1876,1876102,0.222222,0.16,
103,1876,1876103,0.49,0.324324,
104,1876,1876104,1,0.190476,
105,1876,1876105,1,0.307692,
106,1876,1876106,1,0.363636,
107,1876,1876107,1,0,
108,1876,1876108,1,1,
109,1876,1876109,1,1,
110,1876,1876110,1,1,
111,1876,1876111,1,1,
112,1876,1876112,1,1,
113,1876,1876113,1,1,
114,1876,1876114,1,1,
115,1876,1876115,1,1,
116,1876,1876116,1,1,
117,1876,1876117,1,1,
118,1876,1876118,1,1,
119,1876,1876119,1,1,
120,1876,1876120,1,1,
0,1877,1877000,0.212596,0.180802,
1,1877,1877001,0.037776,0.037688,
2,1877,1877002,0.019657,0.018155,
3,1877,1877003,0.015218,0.015499,
4,1877,1877004,0.013781,0.013013,
5,1877,1877005,0.00739,0.007225,
6,1877,1877006,0.005849,0.00601,
7,1877,1877007,0.00507,0.005725,
8,1877,1877008,0.004335,0.004271,
9,1877,1877009,0.002515,0.003546,
10,1877,1877010,0.002593,0.003093,
11,1877,1877011,0.002831,0.003207,
12,1877,1877012,0.003507,0.003269,
13,1877,1877013,0.002908,0.003489,
14,1877,1877014,0.002817,0.00339,
